datetime,TIMESTAMP,Month,Day,Year,Hour,Minute,Seconds,wtemp,SPCOND,COND,depth,PH,ODO.,ODO_CONC,CHL_CONC,CHL_RFU,PC_CELLS,PC_RFU,TURB
8/2/2017 6:03,8/2/2017 6:03,8,2,2017,6,3,8,23.92,0.152,0.148,0.95,8.83,125.5,10.58,20.1,3.6,2789,0.9,2.9
8/2/2017 6:04,8/2/2017 6:04,8,2,2017,6,4,37,23.93,0.151,0.148,1.457,8.81,123.9,10.44,25.7,4.6,3410,1.1,2.9
8/2/2017 6:06,8/2/2017 6:06,8,2,2017,6,6,6,23.9,0.152,0.148,1.952,8.76,122.4,10.32,21.4,3.8,1286,0.4,2.7
8/2/2017 6:07,8/2/2017 6:07,8,2,2017,6,7,35,23.83,0.151,0.148,2.443,8.68,118.7,10.03,17.4,3.1,4663,1.5,3.9
8/2/2017 8:01,8/2/2017 8:01,8,2,2017,8,1,30,23.84,0.151,0.147,0.42,8.73,120.9,10.21,14.4,2.6,7264,2.4,3.4
8/2/2017 8:03,8/2/2017 8:03,8,2,2017,8,3,0,23.84,0.151,0.148,0.976,8.72,121.1,10.22,20.1,3.6,6700,2.2,2.8
8/2/2017 8:04,8/2/2017 8:04,8,2,2017,8,4,28,23.8,0.151,0.148,1.477,8.67,119.2,10.07,20.9,3.7,9484,3.1,3.6
8/2/2017 8:06,8/2/2017 8:06,8,2,2017,8,5,58,23.71,0.151,0.147,1.973,8.56,114.4,9.68,23.7,4.2,9319,3.1,3.5
8/2/2017 8:07,8/2/2017 8:07,8,2,2017,8,7,26,23.6,0.151,0.147,2.467,8.35,107.2,9.09,14.9,2.6,5226,1.7,3.5
8/2/2017 10:01,8/2/2017 10:01,8,2,2017,10,1,30,23.91,0.147,0.144,0.371,8.62,118.8,10.01,25.3,4.5,4938,1.6,3.8
8/2/2017 10:03,8/2/2017 10:03,8,2,2017,10,2,59,23.83,0.147,0.144,0.978,8.58,118.1,9.97,27.1,4.8,5521,1.8,4.2
8/2/2017 10:04,8/2/2017 10:04,8,2,2017,10,4,28,23.76,0.147,0.144,1.491,8.5,114.7,9.7,25.2,4.5,4686,1.5,3.5
8/2/2017 10:06,8/2/2017 10:06,8,2,2017,10,5,57,23.7,0.148,0.144,1.995,8.47,112.2,9.5,22.6,4,2966,1,3.5
8/2/2017 10:07,8/2/2017 10:07,8,2,2017,10,7,26,23.65,0.148,0.144,2.471,8.41,109.8,9.3,25.9,4.6,5872,1.9,3.1
8/2/2017 12:01,8/2/2017 12:01,8,2,2017,12,1,30,24.47,0.145,0.143,0.37,8.49,119.6,9.98,21.1,3.8,2552,0.8,3.4
8/2/2017 12:03,8/2/2017 12:03,8,2,2017,12,2,59,24.12,0.145,0.142,0.975,8.53,120.7,10.13,18.6,3.3,4883,1.6,4.2
8/2/2017 12:04,8/2/2017 12:04,8,2,2017,12,4,27,23.94,0.147,0.144,1.486,8.62,121.4,10.23,29,5.2,7655,2.5,3.5
8/2/2017 12:06,8/2/2017 12:06,8,2,2017,12,5,56,23.84,0.147,0.143,1.989,8.74,122.3,10.32,29.8,5.3,6021,2,3.7
8/2/2017 12:07,8/2/2017 12:07,8,2,2017,12,7,25,23.68,0.147,0.143,2.475,8.52,110.6,9.36,16.7,3,6594,2.2,3.2
8/2/2017 14:01,8/2/2017 14:01,8,2,2017,14,1,38,25.96,0.142,0.145,0.431,8.79,132,10.71,18.7,3.3,3254,1.1,3
8/2/2017 14:03,8/2/2017 14:03,8,2,2017,14,3,7,24.56,0.145,0.144,0.963,8.8,131.8,10.98,22.9,4.1,7437,2.5,3.7
8/2/2017 14:04,8/2/2017 14:04,8,2,2017,14,4,35,24.03,0.146,0.143,1.477,8.98,134.8,11.34,21.2,3.8,7151,2.4,3.9
8/2/2017 14:06,8/2/2017 14:06,8,2,2017,14,6,4,23.78,0.145,0.142,1.983,8.89,128.3,10.85,32.1,5.7,10561,3.5,3.8
8/2/2017 14:07,8/2/2017 14:07,8,2,2017,14,7,33,23.62,0.145,0.141,2.468,8.83,125.4,10.63,21.2,3.8,7695,2.5,3.2
8/2/2017 15:15,8/2/2017 15:15,8,2,2017,15,15,12,26.06,0.143,0.145,0.503,8.8,129.7,10.5,12,2.1,6045,2,3.1
8/2/2017 15:16,8/2/2017 15:16,8,2,2017,15,16,40,24.65,0.145,0.144,0.993,9.05,145,12.06,32.5,5.8,9430,3.1,3.3
8/2/2017 15:18,8/2/2017 15:18,8,2,2017,15,18,9,24.14,0.145,0.143,1.509,9.07,143.3,12.03,27.4,4.9,7342,2.4,3.5
8/2/2017 15:19,8/2/2017 15:19,8,2,2017,15,19,37,23.83,0.145,0.142,1.983,9.01,135,11.4,26,4.6,8284,2.7,3.2
8/2/2017 15:21,8/2/2017 15:21,8,2,2017,15,21,6,23.3,0.148,0.143,2.48,8.36,98.8,8.42,34.3,6.1,6252,2.1,3.6
8/2/2017 15:44,8/2/2017 15:44,8,2,2017,15,44,32,26.42,0.143,0.146,0.371,8.72,125.4,10.09,12.6,2.2,3632,1.2,2.8
8/2/2017 15:46,8/2/2017 15:46,8,2,2017,15,46,1,24.79,0.146,0.145,0.976,8.86,130.3,10.81,20,3.6,5685,1.9,3.7
8/2/2017 15:47,8/2/2017 15:47,8,2,2017,15,47,30,24.07,0.145,0.143,1.482,8.99,135.8,11.42,26.3,4.7,8790,2.9,3.3
8/2/2017 15:49,8/2/2017 15:49,8,2,2017,15,48,59,23.7,0.144,0.141,1.985,8.97,132.4,11.2,21.6,3.8,8394,2.8,3
8/2/2017 15:50,8/2/2017 15:50,8,2,2017,15,50,28,23.26,0.149,0.144,2.485,7.98,87.7,7.49,25.5,4.5,8569,2.8,4
8/2/2017 16:01,8/2/2017 16:01,8,2,2017,16,1,37,26.26,0.143,0.146,0.428,8.79,129.6,10.46,13.2,2.4,4386,1.4,2.6
8/2/2017 16:03,8/2/2017 16:03,8,2,2017,16,3,6,24.41,0.146,0.145,0.985,9.17,151.2,12.63,35.4,6.3,7900,2.6,4
8/2/2017 16:04,8/2/2017 16:04,8,2,2017,16,4,35,24.07,0.145,0.143,1.49,9.11,142.8,12,21.4,3.8,8468,2.8,3.2
8/2/2017 16:06,8/2/2017 16:06,8,2,2017,16,6,3,23.59,0.146,0.142,1.988,8.91,126.6,10.74,25.2,4.5,7956,2.6,3.2
8/2/2017 16:07,8/2/2017 16:07,8,2,2017,16,7,32,22.97,0.16,0.154,2.476,7.5,63.7,5.46,17.6,3.1,6988,2.3,5
8/2/2017 18:01,8/2/2017 18:01,8,2,2017,18,1,38,26.04,0.143,0.146,0.422,9.02,142.4,11.54,13.3,2.4,5297,1.7,2.7
8/2/2017 18:03,8/2/2017 18:03,8,2,2017,18,3,7,25.19,0.145,0.146,0.982,9.18,155.4,12.8,24.6,4.4,7367,2.4,3.4
8/2/2017 18:04,8/2/2017 18:04,8,2,2017,18,4,28,24.55,0.146,0.144,1.409,9.21,155.8,12.98,28.8,5.1,8876,2.9,2.7
8/2/2017 18:06,8/2/2017 18:06,8,2,2017,18,5,57,24.32,0.145,0.143,1.983,9.2,153.4,12.83,28.5,5.1,7232,2.4,3.2
8/2/2017 18:07,8/2/2017 18:07,8,2,2017,18,7,26,24,0.147,0.144,2.491,9.08,142.8,12.01,21,3.7,6471,2.1,3
8/2/2017 20:01,8/2/2017 20:01,8,2,2017,20,1,30,25.47,0.145,0.146,0.378,9.09,149,12.2,15.8,2.8,6707,2.2,2.6
8/2/2017 20:03,8/2/2017 20:03,8,2,2017,20,2,59,25.44,0.144,0.146,0.974,9.1,149.9,12.29,27.3,4.9,5554,1.8,3.1
8/2/2017 20:04,8/2/2017 20:04,8,2,2017,20,4,28,25.38,0.145,0.146,1.489,9.13,152.4,12.5,26.6,4.7,5818,1.9,3.1
8/2/2017 20:06,8/2/2017 20:06,8,2,2017,20,5,57,25.25,0.145,0.146,1.984,9.18,155.9,12.82,31.2,5.6,7635,2.5,3.1
8/2/2017 20:07,8/2/2017 20:07,8,2,2017,20,7,26,24.69,0.146,0.145,2.464,9.24,158.6,13.18,30.8,5.5,7901,2.6,3.3
8/2/2017 22:01,8/2/2017 22:01,8,2,2017,22,1,30,25.03,0.145,0.145,0.515,8.96,134.2,11.08,22.8,4,5545,1.8,3.1
8/2/2017 22:03,8/2/2017 22:03,8,2,2017,22,2,58,25.03,0.145,0.145,0.975,8.95,134.3,11.09,25.3,4.5,3852,1.3,3.2
8/2/2017 22:04,8/2/2017 22:04,8,2,2017,22,4,27,25.02,0.145,0.145,1.47,8.93,133.9,11.06,22.8,4,5804,1.9,3.2
8/2/2017 22:06,8/2/2017 22:06,8,2,2017,22,5,56,25.01,0.145,0.145,1.964,8.93,133,10.99,24.2,4.3,6292,2.1,3.2
8/2/2017 22:07,8/2/2017 22:07,8,2,2017,22,7,25,24.94,0.147,0.147,2.462,8.81,126.6,10.47,28.7,5.1,5613,1.9,3.2
8/3/2017 0:01,8/3/2017 0:01,8,3,2017,0,1,38,25.01,0.146,0.146,0.468,8.9,129.4,10.69,20.6,3.7,5419,1.8,3.3
8/3/2017 0:03,8/3/2017 0:03,8,3,2017,0,3,7,25.01,0.146,0.146,0.964,8.89,128.9,10.65,22.2,4,5811,1.9,3.4
8/3/2017 0:04,8/3/2017 0:04,8,3,2017,0,4,36,25.01,0.147,0.147,1.471,8.88,128.5,10.62,19.9,3.5,4139,1.4,4.2
8/3/2017 0:06,8/3/2017 0:06,8,3,2017,0,6,5,25,0.146,0.146,1.966,8.86,127.3,10.52,27.4,4.9,5823,1.9,3.1
8/3/2017 0:07,8/3/2017 0:07,8,3,2017,0,7,34,24.59,0.151,0.149,2.456,8.49,107.1,8.91,24.6,4.4,8597,2.8,3.2
8/3/2017 2:01,8/3/2017 2:01,8,3,2017,2,1,30,24.83,0.149,0.148,0.486,8.62,117,9.69,18.5,3.3,5743,1.9,3.7
8/3/2017 2:03,8/3/2017 2:03,8,3,2017,2,2,59,24.83,0.149,0.148,0.964,8.61,117.5,9.74,20.2,3.6,5791,1.9,4.2
8/3/2017 2:04,8/3/2017 2:04,8,3,2017,2,4,28,24.83,0.148,0.148,1.474,8.6,116.7,9.67,23.9,4.2,5493,1.8,4.2
8/3/2017 2:06,8/3/2017 2:06,8,3,2017,2,5,57,24.82,0.148,0.148,1.967,8.6,116.4,9.65,27.3,4.9,8317,2.7,3.3
8/3/2017 2:07,8/3/2017 2:07,8,3,2017,2,7,26,24.82,0.149,0.148,2.456,8.58,115.8,9.6,19.5,3.5,8842,2.9,3.5
8/3/2017 4:01,8/3/2017 4:01,8,3,2017,4,1,30,24.96,0.149,0.149,0.513,8.63,115.8,9.58,22.6,4,5917,2,3.5
8/3/2017 4:03,8/3/2017 4:03,8,3,2017,4,2,59,24.96,0.149,0.149,0.97,8.63,115.9,9.58,21.3,3.8,6712,2.2,3.5
8/3/2017 4:04,8/3/2017 4:04,8,3,2017,4,4,28,24.96,0.149,0.149,1.46,8.62,115.8,9.58,21.1,3.7,4214,1.4,3.1
8/3/2017 4:06,8/3/2017 4:06,8,3,2017,4,5,57,24.95,0.149,0.149,1.972,8.61,115.3,9.53,23,4.1,4676,1.5,3.7
8/3/2017 4:07,8/3/2017 4:07,8,3,2017,4,7,26,24.94,0.149,0.149,2.448,8.6,115,9.51,14.5,2.6,6163,2,3.4
8/3/2017 6:01,8/3/2017 6:01,8,3,2017,6,1,30,24.87,0.149,0.149,0.54,8.6,112.4,9.31,20.7,3.7,3493,1.2,2.8
8/3/2017 6:03,8/3/2017 6:03,8,3,2017,6,2,58,24.87,0.149,0.149,0.968,8.59,112.8,9.34,15.9,2.8,6174,2,3.7
8/3/2017 6:04,8/3/2017 6:04,8,3,2017,6,4,27,24.87,0.149,0.149,1.465,8.58,111.9,9.27,18.1,3.2,5750,1.9,3.6
8/3/2017 6:06,8/3/2017 6:06,8,3,2017,6,5,56,24.86,0.149,0.149,1.965,8.56,111.7,9.25,23.3,4.2,2020,0.7,3.7
8/3/2017 6:07,8/3/2017 6:07,8,3,2017,6,7,25,24.85,0.149,0.149,2.441,8.55,111.3,9.22,18.8,3.4,4976,1.6,3.4
8/3/2017 8:01,8/3/2017 8:01,8,3,2017,8,1,30,24.81,0.149,0.149,0.397,8.59,110.8,9.18,18.4,3.3,7055,2.3,3.3
8/3/2017 8:03,8/3/2017 8:03,8,3,2017,8,2,59,24.8,0.149,0.149,0.98,8.55,110.2,9.13,18.7,3.3,5790,1.9,3.2
8/3/2017 8:04,8/3/2017 8:04,8,3,2017,8,4,28,24.79,0.149,0.149,1.499,8.55,110,9.12,19.5,3.5,4227,1.4,3
8/3/2017 8:06,8/3/2017 8:06,8,3,2017,8,5,57,24.79,0.149,0.148,1.993,8.54,109.7,9.1,22.1,3.9,3782,1.2,3
8/3/2017 8:07,8/3/2017 8:07,8,3,2017,8,7,26,24.78,0.149,0.148,2.487,8.53,109.3,9.06,18.2,3.2,5831,1.9,3.2
8/3/2017 10:01,8/3/2017 10:01,8,3,2017,10,1,30,25.04,0.147,0.148,0.38,8.74,115.2,9.51,21.7,3.9,5952,2,3.1
8/3/2017 10:03,8/3/2017 10:03,8,3,2017,10,2,59,25.01,0.147,0.148,0.985,8.72,114.6,9.47,19.7,3.5,2444,0.8,3
8/3/2017 10:04,8/3/2017 10:04,8,3,2017,10,4,28,24.98,0.147,0.147,1.491,8.7,113.8,9.4,31.7,5.6,4794,1.6,2.7
8/3/2017 10:06,8/3/2017 10:06,8,3,2017,10,5,57,24.96,0.147,0.147,1.986,8.69,114,9.42,20.3,3.6,4198,1.4,3.1
8/3/2017 10:07,8/3/2017 10:07,8,3,2017,10,7,26,24.88,0.148,0.148,2.463,8.63,112.1,9.28,12.5,2.2,4313,1.4,6
8/3/2017 12:01,8/3/2017 12:01,8,3,2017,12,1,38,25.73,0.144,0.146,0.431,8.95,124.3,10.13,11.9,2.1,6383,2.1,2.3
8/3/2017 12:03,8/3/2017 12:03,8,3,2017,12,3,7,25.38,0.144,0.145,0.99,8.93,123.9,10.16,18.4,3.3,9311,3.1,2.4
8/3/2017 12:04,8/3/2017 12:04,8,3,2017,12,4,36,25.11,0.145,0.145,1.489,8.89,121.9,10.05,19.1,3.4,3829,1.3,3.2
8/3/2017 12:06,8/3/2017 12:06,8,3,2017,12,6,5,24.93,0.146,0.146,1.989,8.77,116.8,9.66,21.8,3.9,7501,2.5,2.4
8/3/2017 12:07,8/3/2017 12:07,8,3,2017,12,7,34,24.78,0.146,0.146,2.489,8.66,113.1,9.38,12.4,2.2,5090,1.7,3.1
8/3/2017 14:01,8/3/2017 14:01,8,3,2017,14,1,38,25.52,0.144,0.145,0.466,9.02,131.3,10.74,17.1,3,5630,1.9,2.6
8/3/2017 14:03,8/3/2017 14:03,8,3,2017,14,3,7,25.39,0.144,0.145,0.985,9.02,129.9,10.65,25,4.5,6956,2.3,4.2
8/3/2017 14:04,8/3/2017 14:04,8,3,2017,14,4,28,25.27,0.144,0.145,1.395,8.97,127.2,10.45,15.9,2.8,6710,2.2,2.7
8/3/2017 14:06,8/3/2017 14:06,8,3,2017,14,5,57,24.98,0.144,0.144,1.984,8.91,121.7,10.06,18.2,3.2,8338,2.7,2.3
8/3/2017 14:07,8/3/2017 14:07,8,3,2017,14,7,26,24.7,0.143,0.142,2.475,8.86,115.5,9.6,12.3,2.2,5742,1.9,2.5
8/3/2017 16:01,8/3/2017 16:01,8,3,2017,16,1,30,25.44,0.144,0.145,0.361,9.06,133,10.9,20.4,3.6,6649,2.2,3
8/3/2017 16:03,8/3/2017 16:03,8,3,2017,16,2,59,25.42,0.144,0.145,0.975,9.06,133,10.91,21.8,3.9,3854,1.3,2.2
8/3/2017 16:04,8/3/2017 16:04,8,3,2017,16,4,28,25.33,0.143,0.144,1.484,9.03,129.3,10.62,18.6,3.3,6133,2,2.2
8/3/2017 16:06,8/3/2017 16:06,8,3,2017,16,5,57,25.11,0.144,0.144,1.952,8.93,121.4,10.01,16.4,2.9,6232,2.1,2.3
8/3/2017 16:07,8/3/2017 16:07,8,3,2017,16,7,26,24.55,0.145,0.144,2.489,8.4,93.7,7.81,8.6,1.5,3610,1.2,3
8/3/2017 18:01,8/3/2017 18:01,8,3,2017,18,1,30,25.61,0.143,0.145,0.343,9.09,136.6,11.16,19.1,3.4,6714,2.2,2.9
8/3/2017 18:03,8/3/2017 18:03,8,3,2017,18,2,59,25.5,0.144,0.145,0.986,9.06,131.5,10.76,18.6,3.3,8257,2.7,2.4
8/3/2017 18:04,8/3/2017 18:04,8,3,2017,18,4,28,25.41,0.144,0.145,1.488,8.98,126.8,10.4,16.6,3,7123,2.3,2.5
8/3/2017 18:06,8/3/2017 18:06,8,3,2017,18,5,57,25.2,0.145,0.146,1.984,8.81,116.1,9.56,12.3,2.2,4389,1.4,3.5
8/3/2017 18:07,8/3/2017 18:07,8,3,2017,18,7,26,24.58,0.147,0.145,2.475,8.17,86.7,7.22,15.9,2.8,4901,1.6,4.8
8/3/2017 20:01,8/3/2017 20:01,8,3,2017,20,1,30,25.56,0.144,0.146,0.422,8.96,131.9,10.78,21,3.7,6717,2.2,3.1
8/3/2017 20:03,8/3/2017 20:03,8,3,2017,20,2,59,25.56,0.144,0.146,0.973,9,131.5,10.76,19.2,3.4,4597,1.5,2.4
8/3/2017 20:04,8/3/2017 20:04,8,3,2017,20,4,28,25.53,0.144,0.146,1.478,9.01,130.1,10.65,27.7,4.9,6004,2,6.5
8/3/2017 20:06,8/3/2017 20:06,8,3,2017,20,5,57,25.38,0.145,0.146,1.974,8.92,123.7,10.15,20.6,3.7,12816,4.2,3.1
8/3/2017 20:07,8/3/2017 20:07,8,3,2017,20,7,26,24.39,0.147,0.146,2.464,8.09,82.3,6.88,27.5,4.9,4164,1.4,5.2
8/3/2017 22:01,8/3/2017 22:01,8,3,2017,22,1,30,25.62,0.145,0.147,0.455,9.01,132.1,10.79,20.2,3.6,7047,2.3,2.5
8/3/2017 22:03,8/3/2017 22:03,8,3,2017,22,2,59,25.62,0.145,0.146,0.968,8.99,132.4,10.81,14.3,2.5,6007,2,2.8
8/3/2017 22:04,8/3/2017 22:04,8,3,2017,22,4,28,25.59,0.145,0.146,1.473,9.01,130.7,10.68,20.6,3.7,5734,1.9,2.3
8/3/2017 22:06,8/3/2017 22:06,8,3,2017,22,5,57,25.56,0.145,0.146,1.97,9,128.5,10.5,15.7,2.8,6840,2.3,2.3
8/3/2017 22:07,8/3/2017 22:07,8,3,2017,22,7,26,24.29,0.148,0.146,2.458,7.84,75.7,6.33,35.3,6.3,7284,2.4,3.4
8/4/2017 0:01,8/4/2017 0:01,8,4,2017,0,1,30,25.51,0.145,0.146,0.469,8.98,128.4,10.51,20.7,3.7,4038,1.3,2.1
8/4/2017 0:03,8/4/2017 0:03,8,4,2017,0,2,59,25.5,0.145,0.147,0.964,8.98,128.5,10.52,18.5,3.3,5215,1.7,4
8/4/2017 0:04,8/4/2017 0:04,8,4,2017,0,4,28,25.49,0.145,0.147,1.467,8.99,129,10.56,17.1,3,6037,2,2.2
8/4/2017 0:06,8/4/2017 0:06,8,4,2017,0,5,57,25.45,0.145,0.146,1.966,8.94,123.5,10.12,20.3,3.6,5093,1.7,2.3
8/4/2017 0:07,8/4/2017 0:07,8,4,2017,0,7,26,24.46,0.147,0.146,2.454,8,80.4,6.71,23.1,4.1,5325,1.8,3.1
8/4/2017 2:01,8/4/2017 2:01,8,4,2017,2,1,30,25.3,0.145,0.146,0.498,8.9,123.7,10.16,22,3.9,6535,2.2,3.1
8/4/2017 2:03,8/4/2017 2:03,8,4,2017,2,2,59,25.3,0.145,0.146,0.968,8.91,124,10.19,23.1,4.1,7947,2.6,1.9
8/4/2017 2:04,8/4/2017 2:04,8,4,2017,2,4,28,25.29,0.145,0.146,1.464,8.93,123.7,10.16,16.3,2.9,8274,2.7,2.5
8/4/2017 2:06,8/4/2017 2:06,8,4,2017,2,5,57,25.12,0.145,0.145,1.96,8.85,113.3,9.34,19.8,3.5,4737,1.6,3
8/4/2017 2:07,8/4/2017 2:07,8,4,2017,2,7,26,24.16,0.146,0.143,2.454,7.88,74,6.21,31.6,5.6,5699,1.9,4
8/4/2017 4:01,8/4/2017 4:01,8,4,2017,4,1,30,25.07,0.146,0.147,0.518,8.87,120.1,9.91,21.6,3.9,5244,1.7,2.3
8/4/2017 4:03,8/4/2017 4:03,8,4,2017,4,2,58,25.06,0.145,0.145,0.967,8.85,119.6,9.87,14.8,2.6,7654,2.5,2
8/4/2017 4:04,8/4/2017 4:04,8,4,2017,4,4,27,25.07,0.145,0.145,1.465,8.88,120.3,9.92,23.1,4.1,4729,1.6,2
8/4/2017 4:06,8/4/2017 4:06,8,4,2017,4,5,56,25.06,0.145,0.145,1.959,8.81,117.5,9.7,21.7,3.9,4720,1.6,2.8
8/4/2017 4:07,8/4/2017 4:07,8,4,2017,4,7,25,24.47,0.147,0.145,2.452,7.9,76,6.34,26.9,4.8,3525,1.2,3.2
8/4/2017 6:01,8/4/2017 6:01,8,4,2017,6,1,30,24.74,0.146,0.145,0.526,8.72,112.6,9.34,23.4,4.2,5609,1.8,2.4
8/4/2017 6:03,8/4/2017 6:03,8,4,2017,6,2,58,24.76,0.146,0.145,0.964,8.73,112.9,9.37,17.1,3,3804,1.3,2.6
8/4/2017 6:04,8/4/2017 6:04,8,4,2017,6,4,27,24.76,0.146,0.145,1.467,8.72,112.9,9.37,19.8,3.5,5318,1.8,2
8/4/2017 6:06,8/4/2017 6:06,8,4,2017,6,5,56,24.75,0.147,0.146,1.959,8.73,112.2,9.31,26.3,4.7,4672,1.5,2.5
8/4/2017 6:07,8/4/2017 6:07,8,4,2017,6,7,25,24.74,0.146,0.146,2.448,8.68,110,9.13,21.9,3.9,2535,0.8,2.4
8/4/2017 8:01,8/4/2017 8:01,8,4,2017,8,1,29,24.65,0.146,0.145,0.449,8.7,112.2,9.33,19,3.4,5210,1.7,3.1
8/4/2017 8:03,8/4/2017 8:03,8,4,2017,8,2,58,24.65,0.147,0.146,0.968,8.69,112.5,9.36,18.7,3.3,6800,2.2,3.1
8/4/2017 8:04,8/4/2017 8:04,8,4,2017,8,4,27,24.64,0.147,0.146,1.483,8.68,111.4,9.27,20.2,3.6,6964,2.3,4.1
8/4/2017 8:06,8/4/2017 8:06,8,4,2017,8,5,56,24.65,0.147,0.146,1.983,8.7,112.5,9.36,34.7,6.2,7790,2.6,3.2
8/4/2017 8:07,8/4/2017 8:07,8,4,2017,8,7,25,24.61,0.147,0.145,2.474,8.62,108.8,9.05,22.8,4.1,3280,1.1,2.4
8/4/2017 10:01,8/4/2017 10:01,8,4,2017,10,1,38,24.7,0.145,0.144,0.459,8.66,110.9,9.22,28.5,5.1,7874,2.6,3.3
8/4/2017 10:03,8/4/2017 10:03,8,4,2017,10,3,7,24.71,0.145,0.144,0.996,8.65,111.2,9.23,27.2,4.8,5921,2,2.6
8/4/2017 10:04,8/4/2017 10:04,8,4,2017,10,4,35,24.69,0.145,0.144,1.489,8.64,110.5,9.18,21.4,3.8,6872,2.3,2.8
8/4/2017 10:06,8/4/2017 10:06,8,4,2017,10,6,4,24.66,0.145,0.144,1.971,8.61,109,9.06,18.5,3.3,7369,2.4,3
8/4/2017 10:07,8/4/2017 10:07,8,4,2017,10,7,32,24.65,0.145,0.144,2.456,8.6,108.4,9.02,24.5,4.4,7875,2.6,2.5
8/4/2017 12:01,8/4/2017 12:01,8,4,2017,12,1,30,25,0.145,0.145,0.342,8.75,115.3,9.53,23.8,4.2,7141,2.4,3.6
8/4/2017 12:03,8/4/2017 12:03,8,4,2017,12,2,59,25.01,0.145,0.145,0.968,8.73,115.4,9.54,26.9,4.8,8607,2.8,3.2
8/4/2017 12:04,8/4/2017 12:04,8,4,2017,12,4,27,24.98,0.145,0.145,1.48,8.72,114.6,9.47,31,5.5,6282,2.1,3.3
8/4/2017 12:06,8/4/2017 12:06,8,4,2017,12,5,56,24.93,0.145,0.145,1.961,8.71,113.2,9.36,28.5,5.1,7921,2.6,4.4
8/4/2017 12:07,8/4/2017 12:07,8,4,2017,12,7,25,24.89,0.145,0.144,2.487,8.67,111.9,9.27,35,6.2,6160,2,3.1
8/4/2017 14:01,8/4/2017 14:01,8,4,2017,14,1,36,25.23,0.145,0.146,0.403,8.79,117.4,9.66,27.8,4.9,10069,3.3,4.9
8/4/2017 14:03,8/4/2017 14:03,8,4,2017,14,3,6,25.28,0.145,0.146,0.978,8.78,118.1,9.71,29.6,5.3,6608,2.2,3.3
8/4/2017 14:04,8/4/2017 14:04,8,4,2017,14,4,35,25.22,0.145,0.145,1.476,8.77,116.6,9.59,25.9,4.6,8818,2.9,2.9
8/4/2017 14:06,8/4/2017 14:06,8,4,2017,14,6,4,25.21,0.145,0.145,1.957,8.75,116.2,9.56,23.4,4.2,6337,2.1,3.8
8/4/2017 14:07,8/4/2017 14:07,8,4,2017,14,7,33,25.15,0.145,0.146,2.457,8.7,113.8,9.37,26.3,4.7,7809,2.6,3.1
8/4/2017 16:01,8/4/2017 16:01,8,4,2017,16,1,37,25.38,0.146,0.147,0.429,8.77,117.1,9.61,35.7,6.4,7500,2.5,4
8/4/2017 16:03,8/4/2017 16:03,8,4,2017,16,3,6,25.35,0.146,0.147,0.984,8.74,116.2,9.54,24.5,4.4,3952,1.3,3.9
8/4/2017 16:04,8/4/2017 16:04,8,4,2017,16,4,35,25.38,0.146,0.147,1.502,8.75,116.8,9.58,25.6,4.6,5771,1.9,3.5
8/4/2017 16:06,8/4/2017 16:06,8,4,2017,16,6,4,25.36,0.146,0.147,1.999,8.74,116.4,9.56,24.4,4.3,4553,1.5,4
8/4/2017 16:07,8/4/2017 16:07,8,4,2017,16,7,33,25.31,0.146,0.146,2.495,8.71,114.6,9.41,26.4,4.7,6965,2.3,5.3
8/4/2017 18:01,8/4/2017 18:01,8,4,2017,18,1,28,25.37,0.146,0.147,0.446,8.72,115.7,9.5,31,5.5,5546,1.8,4.3
8/4/2017 18:03,8/4/2017 18:03,8,4,2017,18,2,57,25.38,0.146,0.147,0.991,8.69,116.1,9.52,20.4,3.6,7316,2.4,4.1
8/4/2017 18:04,8/4/2017 18:04,8,4,2017,18,4,26,25.38,0.146,0.147,1.503,8.71,115.8,9.5,30.6,5.4,7342,2.4,6
8/4/2017 18:06,8/4/2017 18:06,8,4,2017,18,5,55,25.38,0.146,0.147,1.983,8.7,115.4,9.47,22.3,4,6927,2.3,5.4
8/4/2017 18:07,8/4/2017 18:07,8,4,2017,18,7,24,25.38,0.146,0.147,2.477,8.69,115.4,9.47,29.4,5.2,5594,1.8,3
8/4/2017 20:01,8/4/2017 20:01,8,4,2017,20,1,29,25.35,0.148,0.149,0.445,8.64,113.6,9.32,22.4,4,4378,1.4,4.5
8/4/2017 20:03,8/4/2017 20:03,8,4,2017,20,2,58,25.36,0.148,0.149,0.975,8.64,113.3,9.3,25.2,4.5,7261,2.4,3.7
8/4/2017 20:04,8/4/2017 20:04,8,4,2017,20,4,27,25.34,0.147,0.148,1.47,8.65,112.7,9.25,22.7,4,8841,2.9,3.3
8/4/2017 20:06,8/4/2017 20:06,8,4,2017,20,5,56,25.34,0.147,0.148,1.972,8.65,112.7,9.26,23.2,4.1,5481,1.8,3.9
8/4/2017 20:07,8/4/2017 20:07,8,4,2017,20,7,25,25.34,0.147,0.148,2.459,8.6,112.1,9.21,29.5,5.3,5615,1.9,3
8/4/2017 22:01,8/4/2017 22:01,8,4,2017,22,1,29,25.19,0.146,0.147,0.486,8.5,108.4,8.92,28.7,5.1,8028,2.6,3.3
8/4/2017 22:03,8/4/2017 22:03,8,4,2017,22,2,58,25.18,0.146,0.147,0.971,8.49,107.6,8.86,18.5,3.3,4176,1.4,4.4
