datetime,TIMESTAMP,Month,Day,Year,Hour,Minute,Seconds,wtemp,SPCOND,COND,depth,PH,ODO.,ODO_CONC,CHL_CONC,CHL_RFU,PC_CELLS,PC_RFU,TURB
6/28/2017 14:01,6/28/2017 14:01,6,28,17,14,1,41,21.94,0.137,0.129,0.427,7.58,91.3,7.99,7.3,1.8,2416,0.7,#N/A
6/28/2017 14:03,6/28/2017 14:03,6,28,17,14,3,10,21.93,0.137,0.129,0.93,7.6,91.2,7.99,5.7,1.4,1796,0.5,#N/A
6/28/2017 14:04,6/28/2017 14:04,6,28,17,14,4,39,21.84,0.135,0.127,1.488,7.55,90.7,7.95,5.5,1.4,5950,1.8,#N/A
6/28/2017 14:06,6/28/2017 14:06,6,28,17,14,6,8,21.79,0.135,0.126,1.886,7.53,88.7,7.78,7.3,1.8,4949,1.5,#N/A
6/28/2017 14:07,6/28/2017 14:07,6,28,17,14,7,38,21.22,0.124,0.115,2.406,7.36,79.9,7.09,-2.1,-0.5,1304,0.4,#N/A
6/28/2017 16:01,6/28/2017 16:01,6,28,17,16,1,41,22,0.136,0.129,0.501,7.6,92.3,8.07,6.4,1.6,5852,1.8,#N/A
6/28/2017 16:03,6/28/2017 16:03,6,28,17,16,3,10,22,0.136,0.128,0.954,7.61,92,8.04,9.4,2.3,122,0,#N/A
6/28/2017 16:04,6/28/2017 16:04,6,28,17,16,4,39,22,0.136,0.128,1.422,7.61,91.7,8.01,10.3,2.5,4043,1.2,#N/A
6/28/2017 16:06,6/28/2017 16:06,6,28,17,16,6,8,21.98,0.136,0.128,1.925,7.59,91.5,8,2.1,0.5,3734,1.1,#N/A
6/28/2017 16:07,6/28/2017 16:07,6,28,17,16,7,37,21.98,0.136,0.128,2.443,7.59,91.5,8,4.2,1,671,0.2,#N/A
6/28/2017 18:01,6/28/2017 18:01,6,28,17,18,1,42,22.04,0.136,0.129,0.427,7.63,92.9,8.11,6,1.5,6560,2,#N/A
6/28/2017 18:03,6/28/2017 18:03,6,28,17,18,3,11,22.04,0.137,0.129,0.95,7.64,92.8,8.1,3.4,0.8,1305,0.4,#N/A
6/28/2017 18:04,6/28/2017 18:04,6,28,17,18,4,40,22.04,0.136,0.129,1.434,7.64,92.9,8.11,9.4,2.3,1904,0.6,#N/A
6/28/2017 18:06,6/28/2017 18:06,6,28,17,18,6,9,22.04,0.136,0.129,1.954,7.63,92.5,8.08,6.3,1.5,2486,0.8,#N/A
6/28/2017 18:07,6/28/2017 18:07,6,28,17,18,7,38,22.04,0.136,0.129,2.45,7.63,92.7,8.09,5.4,1.3,5122,1.6,#N/A
6/28/2017 20:01,6/28/2017 20:01,6,28,17,20,1,50,21.98,0.137,0.129,0.49,7.59,91.4,7.99,7.1,1.7,5897,1.8,#N/A
6/28/2017 20:03,6/28/2017 20:03,6,28,17,20,3,19,21.98,0.136,0.128,0.926,7.6,91.5,8,5.9,1.4,2919,0.9,#N/A
6/28/2017 20:04,6/28/2017 20:04,6,28,17,20,4,48,21.98,0.137,0.129,1.427,7.6,91.3,7.98,8,2,529,0.2,#N/A
6/28/2017 20:06,6/28/2017 20:06,6,28,17,20,6,17,21.97,0.136,0.128,1.879,7.58,91.3,7.99,5.9,1.5,3936,1.2,#N/A
6/28/2017 20:07,6/28/2017 20:07,6,28,17,20,7,55,21.97,0.136,0.128,2.478,7.59,91.7,8.02,3.7,0.9,4358,1.3,#N/A
6/28/2017 22:01,6/28/2017 22:01,6,28,17,22,1,41,21.89,0.138,0.13,0.544,7.58,90.5,7.92,8,2,1215,0.4,#N/A
6/28/2017 22:03,6/28/2017 22:03,6,28,17,22,3,10,21.89,0.137,0.129,0.939,7.59,90.4,7.92,6.8,1.7,-331,-0.1,#N/A
6/28/2017 22:04,6/28/2017 22:04,6,28,17,22,4,39,21.88,0.137,0.129,1.408,7.59,90.4,7.92,8.2,2,3765,1.1,#N/A
6/28/2017 22:06,6/28/2017 22:06,6,28,17,22,6,16,21.88,0.137,0.129,1.97,7.6,90.3,7.91,4.6,1.1,-227,-0.1,#N/A
6/28/2017 22:07,6/28/2017 22:07,6,28,17,22,7,45,21.89,0.137,0.129,2.429,7.59,90.3,7.91,5.5,1.3,2557,0.8,#N/A
6/29/2017 0:01,6/29/2017 0:01,6,29,17,0,1,50,21.79,0.137,0.129,0.493,7.5,88.8,7.8,4.8,1.2,3639,1.1,#N/A
6/29/2017 0:03,6/29/2017 0:03,6,29,17,0,3,19,21.79,0.137,0.128,0.924,7.49,88.8,7.79,7.5,1.8,847,0.3,#N/A
6/29/2017 0:04,6/29/2017 0:04,6,29,17,0,4,56,21.8,0.137,0.129,1.476,7.5,88.6,7.77,4.3,1.1,-363,-0.1,#N/A
6/29/2017 0:06,6/29/2017 0:06,6,29,17,0,6,33,21.79,0.137,0.129,1.97,7.48,88.5,7.77,9.5,2.3,1557,0.5,#N/A
6/29/2017 0:07,6/29/2017 0:07,6,29,17,0,8,2,21.79,0.137,0.129,2.418,7.5,88.5,7.77,7.5,1.8,4200,1.3,#N/A
6/29/2017 2:01,6/29/2017 2:01,6,29,17,2,1,50,21.72,0.14,0.131,0.497,7.47,88.4,7.77,4.3,1.1,2610,0.8,#N/A
6/29/2017 2:03,6/29/2017 2:03,6,29,17,2,3,19,21.72,0.14,0.131,0.929,7.47,88.2,7.75,3,0.7,4291,1.3,#N/A
6/29/2017 2:04,6/29/2017 2:04,6,29,17,2,4,56,21.72,0.139,0.13,1.474,7.47,88,7.74,5.3,1.3,3987,1.2,#N/A
6/29/2017 2:06,6/29/2017 2:06,6,29,17,2,6,33,21.72,0.139,0.131,1.967,7.48,88.1,7.75,4.5,1.1,911,0.3,#N/A
6/29/2017 2:07,6/29/2017 2:07,6,29,17,2,8,2,21.72,0.141,0.132,2.417,7.48,88,7.74,3.5,0.9,3341,1,#N/A
6/29/2017 4:01,6/29/2017 4:01,6,29,17,4,1,50,21.64,0.148,0.138,0.514,7.47,87.6,7.71,1.5,0.4,1198,0.4,#N/A
6/29/2017 4:03,6/29/2017 4:03,6,29,17,4,3,18,21.64,0.144,0.134,0.934,7.48,87.6,7.71,5.8,1.4,1667,0.5,#N/A
6/29/2017 4:04,6/29/2017 4:04,6,29,17,4,4,55,21.64,0.147,0.138,1.47,7.48,87.3,7.69,1.9,0.5,1592,0.5,#N/A
6/29/2017 4:06,6/29/2017 4:06,6,29,17,4,6,24,21.64,0.145,0.136,1.91,7.48,87.5,7.7,3.7,0.9,1089,0.3,#N/A
6/29/2017 4:07,6/29/2017 4:07,6,29,17,4,8,1,21.64,0.142,0.133,2.47,7.48,87.5,7.7,5.3,1.3,2116,0.6,#N/A
6/29/2017 6:01,6/29/2017 6:01,6,29,17,6,1,49,21.54,0.148,0.139,0.506,7.48,86.8,7.66,4.5,1.1,3746,1.1,#N/A
6/29/2017 6:03,6/29/2017 6:03,6,29,17,6,3,18,21.54,0.149,0.139,0.942,7.48,86.6,7.64,6,1.5,3336,1,#N/A
6/29/2017 6:04,6/29/2017 6:04,6,29,17,6,4,47,21.54,0.148,0.139,1.422,7.48,86.7,7.65,3.8,0.9,1638,0.5,#N/A
6/29/2017 6:06,6/29/2017 6:06,6,29,17,6,6,16,21.55,0.149,0.139,1.915,7.48,86.5,7.63,6.6,1.6,-853,-0.3,#N/A
6/29/2017 6:07,6/29/2017 6:07,6,29,17,6,7,45,21.55,0.149,0.139,2.415,7.47,86.3,7.61,3.1,0.8,5181,1.6,#N/A
6/29/2017 8:01,6/29/2017 8:01,6,29,17,8,1,41,21.52,0.151,0.141,0.419,7.49,86.8,7.66,2.5,0.6,6521,2,#N/A
6/29/2017 8:03,6/29/2017 8:03,6,29,17,8,3,10,21.52,0.15,0.14,0.939,7.5,86.7,7.65,2.5,0.6,2524,0.8,#N/A
6/29/2017 8:04,6/29/2017 8:04,6,29,17,8,4,39,21.52,0.15,0.14,1.424,7.49,86.3,7.61,7,1.7,3183,1,#N/A
6/29/2017 8:06,6/29/2017 8:06,6,29,17,8,6,8,21.52,0.15,0.14,1.927,7.48,85.9,7.58,3.1,0.8,4622,1.4,#N/A
6/29/2017 8:07,6/29/2017 8:07,6,29,17,8,7,37,21.52,0.151,0.141,2.439,7.48,86.3,7.61,5.6,1.4,3264,1,#N/A
6/29/2017 10:01,6/29/2017 10:01,6,29,17,10,1,41,21.54,0.15,0.141,0.417,7.51,86.9,7.67,1.1,0.3,2870,0.9,#N/A
6/29/2017 10:03,6/29/2017 10:03,6,29,17,10,3,10,21.54,0.151,0.141,0.93,7.51,86.7,7.65,6.3,1.6,1754,0.5,#N/A
6/29/2017 10:04,6/29/2017 10:04,6,29,17,10,4,39,21.53,0.153,0.143,1.447,7.51,87,7.67,6.8,1.7,2318,0.7,#N/A
6/29/2017 10:06,6/29/2017 10:06,6,29,17,10,6,8,21.54,0.155,0.145,1.914,7.5,87.1,7.68,2.7,0.7,6385,1.9,#N/A
6/29/2017 10:07,6/29/2017 10:07,6,29,17,10,7,37,21.54,0.154,0.144,2.428,7.49,86.8,7.65,4.9,1.2,2819,0.9,#N/A
6/29/2017 12:01,6/29/2017 12:01,6,29,17,12,1,41,21.44,0.15,0.139,0.431,7.44,85.9,7.59,7.4,1.8,3269,1,#N/A
6/29/2017 12:03,6/29/2017 12:03,6,29,17,12,3,10,21.41,0.149,0.139,0.936,7.44,85.7,7.58,5.2,1.3,2439,0.7,#N/A
6/29/2017 12:04,6/29/2017 12:04,6,29,17,12,4,39,21.37,0.146,0.136,1.437,7.42,86,7.61,3.6,0.9,2444,0.7,#N/A
6/29/2017 12:06,6/29/2017 12:06,6,29,17,12,6,8,21.36,0.146,0.136,1.933,7.41,85.8,7.59,4.3,1,4225,1.3,#N/A
6/29/2017 12:07,6/29/2017 12:07,6,29,17,12,7,37,21.31,0.143,0.133,2.454,7.38,85.7,7.6,5,1.2,2630,0.8,#N/A
6/29/2017 14:01,6/29/2017 14:01,6,29,17,14,1,41,20.81,0.125,0.115,0.463,7.24,86.5,7.73,5.5,1.4,511,0.2,#N/A
6/29/2017 14:03,6/29/2017 14:03,6,29,17,14,3,10,20.8,0.124,0.114,0.927,7.24,86.1,7.71,7,1.7,-1793,-0.5,#N/A
6/29/2017 14:04,6/29/2017 14:04,6,29,17,14,4,39,20.78,0.124,0.114,1.417,7.2,86.2,7.72,4.5,1.1,-351,-0.1,#N/A
6/29/2017 14:06,6/29/2017 14:06,6,29,17,14,6,8,20.77,0.124,0.114,1.929,7.2,86.3,7.72,6.5,1.6,4105,1.3,#N/A
6/29/2017 14:07,6/29/2017 14:07,6,29,17,14,7,37,20.77,0.123,0.114,2.425,7.2,85.9,7.69,4.5,1.1,1233,0.4,#N/A
6/29/2017 16:01,6/29/2017 16:01,6,29,17,16,1,41,21.05,0.136,0.126,0.439,7.29,88.1,7.84,8,2,1117,0.3,#N/A
6/29/2017 16:03,6/29/2017 16:03,6,29,17,16,3,10,21.06,0.138,0.128,0.933,7.3,88.1,7.84,4.9,1.2,1846,0.6,#N/A
6/29/2017 16:04,6/29/2017 16:04,6,29,17,16,4,39,21.03,0.136,0.126,1.418,7.28,87.7,7.82,4.1,1,5517,1.7,#N/A
6/29/2017 16:06,6/29/2017 16:06,6,29,17,16,6,8,20.99,0.133,0.122,1.925,7.26,87.2,7.77,3.7,0.9,-143,0,#N/A
6/29/2017 16:07,6/29/2017 16:07,6,29,17,16,7,37,20.88,0.127,0.117,2.427,7.23,86.5,7.73,3.9,0.9,4552,1.4,#N/A
6/29/2017 18:01,6/29/2017 18:01,6,29,17,18,1,41,21.3,0.154,0.143,0.438,7.38,89.3,7.91,10.6,2.6,612,0.2,#N/A
6/29/2017 18:03,6/29/2017 18:03,6,29,17,18,3,10,21.27,0.152,0.141,0.942,7.41,89,7.89,9,2.2,2230,0.7,#N/A
6/29/2017 18:04,6/29/2017 18:04,6,29,17,18,4,39,21.27,0.15,0.14,1.43,7.39,88.5,7.85,5,1.2,3526,1.1,#N/A
6/29/2017 18:06,6/29/2017 18:06,6,29,17,18,6,8,21.28,0.151,0.14,1.921,7.39,88.3,7.83,3.9,0.9,3716,1.1,#N/A
6/29/2017 18:07,6/29/2017 18:07,6,29,17,18,7,37,21.11,0.14,0.13,2.423,7.33,87.3,7.76,7,1.7,1688,0.5,#N/A
6/29/2017 20:01,6/29/2017 20:01,6,29,17,20,1,41,21.22,0.15,0.139,0.523,7.34,88.4,7.85,3.8,0.9,1783,0.5,#N/A
6/29/2017 20:03,6/29/2017 20:03,6,29,17,20,3,10,21.21,0.149,0.138,0.941,7.35,88,7.81,3.8,0.9,1780,0.5,#N/A
6/29/2017 20:04,6/29/2017 20:04,6,29,17,20,4,39,21.21,0.15,0.139,1.416,7.36,88,7.81,5.2,1.3,-734,-0.2,#N/A
6/29/2017 20:06,6/29/2017 20:06,6,29,17,20,6,16,21.2,0.149,0.138,1.972,7.35,87.9,7.8,9.1,2.2,3930,1.2,#N/A
6/29/2017 20:07,6/29/2017 20:07,6,29,17,20,7,45,21.2,0.149,0.138,2.423,7.34,87.5,7.77,5.6,1.4,-182,-0.1,#N/A
6/29/2017 22:01,6/29/2017 22:01,6,29,17,22,1,49,21.14,0.145,0.134,0.492,7.35,87.2,7.75,7,1.7,2237,0.7,#N/A
6/29/2017 22:03,6/29/2017 22:03,6,29,17,22,3,18,21.14,0.145,0.135,0.927,7.36,87.4,7.77,2.4,0.6,3774,1.2,#N/A
6/29/2017 22:04,6/29/2017 22:04,6,29,17,22,4,47,21.14,0.147,0.137,1.41,7.36,87.1,7.74,7.6,1.9,2892,0.9,#N/A
6/29/2017 22:06,6/29/2017 22:06,6,29,17,22,6,24,21.14,0.145,0.134,1.969,7.34,87,7.73,5.4,1.3,1027,0.3,#N/A
6/29/2017 22:07,6/29/2017 22:07,6,29,17,22,7,53,21.14,0.145,0.135,2.421,7.38,87.1,7.74,6.6,1.6,748,0.2,#N/A
6/30/2017 0:01,6/30/2017 0:01,6,30,17,0,1,42,21.07,0.143,0.133,0.386,7.34,86.6,7.71,4,1,2263,0.7,#N/A
6/30/2017 0:03,6/30/2017 0:03,6,30,17,0,3,20,21.07,0.144,0.133,0.977,7.36,86.6,7.71,5.5,1.4,1397,0.4,#N/A
6/30/2017 0:04,6/30/2017 0:04,6,30,17,0,4,49,21.07,0.144,0.133,1.416,7.34,86.7,7.72,3.5,0.9,2665,0.8,#N/A
6/30/2017 0:06,6/30/2017 0:06,6,30,17,0,6,26,21.07,0.144,0.133,1.968,7.34,86.4,7.69,2.5,0.6,4438,1.4,#N/A
6/30/2017 0:07,6/30/2017 0:07,6,30,17,0,7,55,21.08,0.144,0.133,2.421,7.32,86.5,7.7,4.7,1.2,-1125,-0.3,#N/A
6/30/2017 2:01,6/30/2017 2:01,6,30,17,2,1,42,20.97,0.142,0.131,0.383,7.3,86,7.67,5.5,1.4,2413,0.7,#N/A
6/30/2017 2:03,6/30/2017 2:03,6,30,17,2,3,20,20.98,0.144,0.133,0.975,7.32,86.1,7.68,2.5,0.6,2500,0.8,#N/A
6/30/2017 2:04,6/30/2017 2:04,6,30,17,2,4,49,20.99,0.145,0.134,1.416,7.3,85.9,7.65,1.7,0.4,-1680,-0.5,#N/A
6/30/2017 2:06,6/30/2017 2:06,6,30,17,2,6,26,20.99,0.144,0.133,1.97,7.3,86,7.66,4.2,1,234,0.1,#N/A
6/30/2017 2:07,6/30/2017 2:07,6,30,17,2,7,55,21,0.145,0.134,2.418,7.29,85.8,7.65,3.1,0.8,1517,0.5,#N/A
6/30/2017 4:01,6/30/2017 4:01,6,30,17,4,1,49,20.95,0.149,0.138,0.497,7.3,84.4,7.53,6.2,1.5,3133,1,#N/A
6/30/2017 4:03,6/30/2017 4:03,6,30,17,4,3,18,20.96,0.149,0.137,0.93,7.32,84.7,7.55,2.9,0.7,2279,0.7,#N/A
6/30/2017 4:04,6/30/2017 4:04,6,30,17,4,4,55,20.96,0.142,0.131,1.471,7.32,84.9,7.58,4.7,1.2,1182,0.4,#N/A
6/30/2017 4:06,6/30/2017 4:06,6,30,17,4,6,32,20.96,0.142,0.131,1.969,7.32,84.5,7.54,6.4,1.6,2100,0.6,#N/A
6/30/2017 4:07,6/30/2017 4:07,6,30,17,4,8,1,20.96,0.142,0.131,2.416,7.31,84.7,7.55,6.7,1.6,1484,0.5,#N/A
6/30/2017 6:01,6/30/2017 6:01,6,30,17,6,1,49,20.94,0.146,0.135,0.504,7.26,82.7,7.38,1.1,0.3,2275,0.7,#N/A
6/30/2017 6:03,6/30/2017 6:03,6,30,17,6,3,18,20.94,0.145,0.133,0.933,7.28,82.8,7.39,6,1.5,4210,1.3,#N/A
6/30/2017 6:04,6/30/2017 6:04,6,30,17,6,4,48,20.94,0.145,0.133,1.412,7.28,82.9,7.39,5.3,1.3,489,0.1,#N/A
6/30/2017 6:06,6/30/2017 6:06,6,30,17,6,6,25,20.94,0.145,0.133,1.969,7.29,82.7,7.38,3.2,0.8,2060,0.6,#N/A
6/30/2017 6:07,6/30/2017 6:07,6,30,17,6,7,54,20.94,0.144,0.133,2.418,7.27,82.6,7.37,2.2,0.5,3489,1.1,#N/A
6/30/2017 8:01,6/30/2017 8:01,6,30,17,8,1,41,21.01,0.147,0.136,0.456,7.31,84.6,7.54,8.6,2.1,1221,0.4,#N/A
6/30/2017 8:03,6/30/2017 8:03,6,30,17,8,3,10,21,0.148,0.137,0.946,7.33,84.3,7.52,6.8,1.7,4282,1.3,#N/A
6/30/2017 8:04,6/30/2017 8:04,6,30,17,8,4,39,20.98,0.149,0.137,1.429,7.34,83.9,7.48,2.9,0.7,2395,0.7,#N/A
6/30/2017 8:06,6/30/2017 8:06,6,30,17,8,6,8,20.97,0.145,0.134,1.925,7.33,83.4,7.43,4.2,1,4445,1.4,#N/A
6/30/2017 8:07,6/30/2017 8:07,6,30,17,8,7,37,20.97,0.146,0.135,2.427,7.3,83,7.4,5.2,1.3,1608,0.5,#N/A
6/30/2017 10:01,6/30/2017 10:01,6,30,17,10,1,41,21.17,0.141,0.13,0.41,7.31,85.8,7.62,2.2,0.5,-458,-0.1,#N/A
6/30/2017 10:03,6/30/2017 10:03,6,30,17,10,3,10,21.15,0.14,0.13,0.937,7.32,85.7,7.61,5.3,1.3,6346,1.9,#N/A
6/30/2017 10:04,6/30/2017 10:04,6,30,17,10,4,39,21.13,0.141,0.13,1.444,7.31,85.2,7.58,2.8,0.7,2755,0.8,#N/A
6/30/2017 10:06,6/30/2017 10:06,6,30,17,10,6,8,21.05,0.141,0.13,1.93,7.29,84.2,7.5,3.2,0.8,587,0.2,#N/A
6/30/2017 10:07,6/30/2017 10:07,6,30,17,10,7,37,20.97,0.142,0.131,2.44,7.28,83.3,7.43,3.7,0.9,2111,0.6,#N/A
6/30/2017 12:01,6/30/2017 12:01,6,30,17,12,1,48,21.54,0.142,0.132,0.45,7.4,91.2,8.05,6.2,1.5,4756,1.5,#N/A
6/30/2017 12:03,6/30/2017 12:03,6,30,17,12,3,17,21.49,0.141,0.132,0.944,7.4,90.7,8.01,5.3,1.3,1632,0.5,#N/A
6/30/2017 12:04,6/30/2017 12:04,6,30,17,12,4,46,21.34,0.139,0.13,1.434,7.33,88.6,7.84,7.4,1.8,2287,0.7,#N/A
6/30/2017 12:06,6/30/2017 12:06,6,30,17,12,6,15,21.3,0.138,0.128,1.929,7.3,87,7.71,3.5,0.9,2903,0.9,#N/A
6/30/2017 12:07,6/30/2017 12:07,6,30,17,12,7,44,21.05,0.134,0.124,2.433,7.17,80.1,7.13,6.6,1.6,3344,1,#N/A
6/30/2017 14:01,6/30/2017 14:01,6,30,17,14,1,40,21.47,0.14,0.131,0.478,7.32,89.4,7.89,5.1,1.3,2495,0.8,#N/A
6/30/2017 14:03,6/30/2017 14:03,6,30,17,14,3,9,21.45,0.14,0.131,0.961,7.34,88.8,7.85,4.3,1.1,2480,0.8,#N/A
6/30/2017 14:04,6/30/2017 14:04,6,30,17,14,4,38,21.4,0.139,0.129,1.466,7.29,88,7.78,6,1.5,2462,0.8,#N/A
6/30/2017 14:06,6/30/2017 14:06,6,30,17,14,6,7,21.43,0.14,0.13,1.896,7.32,88.1,7.79,7.1,1.7,-1437,-0.4,#N/A
6/30/2017 14:07,6/30/2017 14:07,6,30,17,14,7,35,21.43,0.139,0.13,2.435,7.31,87.7,7.75,5.4,1.3,-120,0,#N/A
6/30/2017 16:01,6/30/2017 16:01,6,30,17,16,1,40,21.58,0.142,0.133,0.413,7.38,90.5,7.98,6.7,1.7,4818,1.5,#N/A
6/30/2017 16:03,6/30/2017 16:03,6,30,17,16,3,9,21.56,0.143,0.133,0.957,7.39,90.3,7.96,5.8,1.4,737,0.2,#N/A
6/30/2017 16:04,6/30/2017 16:04,6,30,17,16,4,38,21.54,0.142,0.133,1.445,7.38,89.8,7.92,6.3,1.5,4105,1.3,#N/A
6/30/2017 16:06,6/30/2017 16:06,6,30,17,16,6,7,21.52,0.142,0.133,1.924,7.37,89.7,7.91,9.7,2.4,4977,1.5,#N/A
6/30/2017 16:07,6/30/2017 16:07,6,30,17,16,7,36,21.48,0.141,0.132,2.429,7.35,88.7,7.83,3.2,0.8,1348,0.4,#N/A
6/30/2017 18:01,6/30/2017 18:01,6,30,17,18,1,39,21.63,0.144,0.134,0.468,7.43,90.6,7.97,6.1,1.5,2958,0.9,#N/A
6/30/2017 18:03,6/30/2017 18:03,6,30,17,18,3,8,21.63,0.143,0.134,0.944,7.46,90.3,7.95,4.7,1.1,2622,0.8,#N/A
6/30/2017 18:04,6/30/2017 18:04,6,30,17,18,4,37,21.6,0.143,0.134,1.431,7.46,89.9,7.92,3.4,0.8,558,0.2,#N/A
6/30/2017 18:06,6/30/2017 18:06,6,30,17,18,6,6,21.57,0.142,0.133,1.92,7.42,89.7,7.9,2.4,0.6,4007,1.2,#N/A
6/30/2017 18:07,6/30/2017 18:07,6,30,17,18,7,35,21.53,0.142,0.132,2.431,7.4,88.9,7.84,5.2,1.3,-892,-0.3,#N/A
6/30/2017 20:01,6/30/2017 20:01,6,30,17,20,1,40,21.63,0.149,0.139,0.474,7.54,92.9,8.18,5.2,1.3,3523,1.1,#N/A
6/30/2017 20:03,6/30/2017 20:03,6,30,17,20,3,9,21.65,0.147,0.138,0.939,7.61,94.5,8.32,10.3,2.5,2468,0.8,#N/A
6/30/2017 20:04,6/30/2017 20:04,6,30,17,20,4,38,21.64,0.15,0.141,1.422,7.64,95.8,8.43,7.8,1.9,1015,0.3,#N/A
6/30/2017 20:06,6/30/2017 20:06,6,30,17,20,6,7,21.63,0.152,0.142,1.916,7.61,94.7,8.33,2,0.5,-1123,-0.3,#N/A
6/30/2017 20:07,6/30/2017 20:07,6,30,17,20,7,36,21.58,0.148,0.139,2.42,7.48,90.3,7.96,2,0.5,4294,1.3,#N/A
6/30/2017 22:01,6/30/2017 22:01,6,30,17,22,1,40,21.63,0.148,0.138,0.501,7.47,91.4,8.05,4.1,1,-56,0,#N/A
6/30/2017 22:03,6/30/2017 22:03,6,30,17,22,3,9,21.63,0.149,0.139,0.939,7.49,91.7,8.08,5.8,1.4,3835,1.2,#N/A
6/30/2017 22:04,6/30/2017 22:04,6,30,17,22,4,38,21.62,0.149,0.139,1.427,7.48,91,8.01,4.9,1.2,868,0.3,#N/A
6/30/2017 22:06,6/30/2017 22:06,6,30,17,22,6,7,21.5,0.148,0.139,1.917,7.34,84.8,7.49,5.3,1.3,2122,0.6,#N/A
6/30/2017 22:07,6/30/2017 22:07,6,30,17,22,7,37,21.44,0.146,0.136,2.415,7.25,80.2,7.09,8.3,2,-389,-0.1,#N/A
7/1/2017 0:01,7/1/2017 0:01,7,1,17,0,1,40,21.58,0.154,0.144,0.517,7.45,88.8,7.83,5.2,1.3,4589,1.4,#N/A
7/1/2017 0:03,7/1/2017 0:03,7,1,17,0,3,9,21.57,0.152,0.142,0.945,7.48,89.4,7.88,7.5,1.8,3228,1,#N/A
7/1/2017 0:04,7/1/2017 0:04,7,1,17,0,4,38,21.58,0.152,0.142,1.425,7.45,88.8,7.83,7.5,1.9,2120,0.6,#N/A
7/1/2017 0:06,7/1/2017 0:06,7,1,17,0,6,7,21.57,0.153,0.143,1.915,7.47,87.8,7.74,3,0.7,3189,1,#N/A
7/1/2017 0:07,7/1/2017 0:07,7,1,17,0,7,37,21.44,0.149,0.139,2.414,7.26,77.9,6.88,3.8,0.9,2028,0.6,#N/A
7/1/2017 2:01,7/1/2017 2:01,7,1,17,2,1,40,21.54,0.158,0.148,0.528,7.44,86.8,7.66,5.5,1.3,1218,0.4,#N/A
7/1/2017 2:03,7/1/2017 2:03,7,1,17,2,3,9,21.55,0.157,0.146,0.943,7.46,87.4,7.7,6.6,1.6,-246,-0.1,#N/A
7/1/2017 2:04,7/1/2017 2:04,7,1,17,2,4,38,21.55,0.158,0.148,1.417,7.44,86.7,7.65,2.7,0.7,258,0.1,#N/A
7/1/2017 2:06,7/1/2017 2:06,7,1,17,2,6,15,21.53,0.157,0.147,1.973,7.44,85.9,7.57,8,2,-1132,-0.3,#N/A
7/1/2017 2:07,7/1/2017 2:07,7,1,17,2,7,44,21.2,0.144,0.133,2.425,7.24,74.9,6.65,1.2,0.3,-1881,-0.6,#N/A
7/1/2017 4:01,7/1/2017 4:01,7,1,17,4,1,40,21.52,0.164,0.153,0.558,7.46,89.7,7.91,8.1,2,966,0.3,#N/A
7/1/2017 4:03,7/1/2017 4:03,7,1,17,4,3,8,21.52,0.162,0.151,0.943,7.48,89.9,7.93,7.4,1.8,1566,0.5,#N/A
7/1/2017 4:04,7/1/2017 4:04,7,1,17,4,4,37,21.52,0.162,0.151,1.414,7.49,89.8,7.92,4,1,6853,2.1,#N/A
7/1/2017 4:06,7/1/2017 4:06,7,1,17,4,6,14,21.52,0.163,0.152,1.971,7.48,90,7.94,4,1,1397,0.4,#N/A
7/1/2017 4:07,7/1/2017 4:07,7,1,17,4,7,43,21.1,0.145,0.134,2.423,7.34,81.6,7.26,-1,-0.2,-341,-0.1,#N/A
7/1/2017 6:01,7/1/2017 6:01,7,1,17,6,1,48,21.47,0.16,0.149,0.489,7.43,88.6,7.83,5.2,1.3,4032,1.2,#N/A
7/1/2017 6:03,7/1/2017 6:03,7,1,17,6,3,17,21.47,0.16,0.149,0.937,7.45,88.8,7.85,5.7,1.4,1910,0.6,#N/A
7/1/2017 6:04,7/1/2017 6:04,7,1,17,6,4,46,21.47,0.161,0.15,1.417,7.46,89.3,7.89,9.6,2.4,3411,1,#N/A
7/1/2017 6:06,7/1/2017 6:06,7,1,17,6,6,23,21.47,0.16,0.149,1.972,7.45,89.2,7.88,5.7,1.4,2780,0.8,#N/A
7/1/2017 6:07,7/1/2017 6:07,7,1,17,6,7,52,21.46,0.16,0.149,2.418,7.44,88.3,7.8,2.2,0.5,2723,0.8,#N/A
7/1/2017 8:01,7/1/2017 8:01,7,1,17,8,1,39,21.46,0.154,0.144,0.534,7.32,84.7,7.48,2.9,0.7,1762,0.5,#N/A
7/1/2017 8:03,7/1/2017 8:03,7,1,17,8,3,7,21.46,0.154,0.144,0.949,7.33,84.5,7.46,5.5,1.4,3616,1.1,#N/A
7/1/2017 8:04,7/1/2017 8:04,7,1,17,8,4,36,21.46,0.154,0.143,1.427,7.32,84.6,7.48,-1.2,-0.3,2023,0.6,#N/A
7/1/2017 8:06,7/1/2017 8:06,7,1,17,8,6,13,21.45,0.154,0.143,1.974,7.32,84.1,7.43,3.5,0.9,2950,0.9,#N/A
7/1/2017 8:07,7/1/2017 8:07,7,1,17,8,7,42,21.43,0.153,0.143,2.439,7.3,83.5,7.38,6.4,1.6,553,0.2,#N/A
7/1/2017 10:01,7/1/2017 10:01,7,1,17,10,1,40,21.5,0.156,0.145,0.451,7.39,87.4,7.71,6.5,1.6,4803,1.5,#N/A
